,name,date,expenses
3810,King Reed,2020-05-16,1397
3811,King Reed,2020-05-17,2288
3812,King Reed,2020-05-18,3107
3813,King Reed,2020-05-19,668
3814,King Reed,2020-05-20,3119
3815,King Reed,2020-05-21,975
3816,King Reed,2020-05-22,833
3817,King Reed,2020-05-23,3021
3818,King Reed,2020-05-24,1663
3819,King Reed,2020-05-25,2326
3820,King Reed,2020-05-26,3228
3821,King Reed,2020-05-27,2432
3822,King Reed,2020-05-28,1033
3823,King Reed,2020-05-29,904
3824,King Reed,2020-05-30,673
3825,King Reed,2020-05-31,2060
3826,King Reed,2020-06-01,3033
3827,King Reed,2020-06-02,1227
3828,King Reed,2020-06-03,904
3829,King Reed,2020-06-04,3453
3830,King Reed,2020-06-05,987
3831,King Reed,2020-06-06,1216
3832,King Reed,2020-06-07,1372
3833,King Reed,2020-06-08,2325
3834,King Reed,2020-06-09,992
3835,King Reed,2020-06-10,1376
3836,King Reed,2020-06-11,2678
3837,King Reed,2020-06-12,2721
3838,King Reed,2020-06-13,3234
3839,King Reed,2020-06-14,583
3840,King Reed,2020-06-15,534
3841,Betty Read,2020-01-01,2690
3842,Betty Read,2020-01-02,3292
3843,Betty Read,2020-01-03,3401
3844,Betty Read,2020-01-04,1449
3845,Betty Read,2020-01-05,1489
3846,Betty Read,2020-01-06,1530
3847,Betty Read,2020-01-07,587
3848,Betty Read,2020-01-08,1337
3849,Betty Read,2020-01-09,885
3850,Betty Read,2020-01-10,1593
3851,Betty Read,2020-01-11,419
3852,Betty Read,2020-01-12,2183
3853,Betty Read,2020-01-13,818
3854,Betty Read,2020-01-14,466
3855,Betty Read,2020-01-15,2285
3856,Betty Read,2020-01-16,885
3857,Betty Read,2020-01-17,3442
3858,Betty Read,2020-01-18,1670
3859,Betty Read,2020-01-19,2651
3860,Betty Read,2020-01-20,2326
3861,Betty Read,2020-01-21,688
3862,Betty Read,2020-01-22,2793
3863,Betty Read,2020-01-23,2401
3864,Betty Read,2020-01-24,964
3865,Betty Read,2020-01-25,3007
3866,Betty Read,2020-01-26,1190
3867,Betty Read,2020-01-27,2581
3868,Betty Read,2020-01-28,2209
3869,Betty Read,2020-01-29,1831
3870,Betty Read,2020-01-30,2533
3871,Betty Read,2020-01-31,296
3872,Betty Read,2020-02-01,1145
3873,Betty Read,2020-02-02,834
3874,Betty Read,2020-02-03,1390
3875,Betty Read,2020-02-04,2483
3876,Betty Read,2020-02-05,2598
3877,Betty Read,2020-02-06,1317
3878,Betty Read,2020-02-07,2941
3879,Betty Read,2020-02-08,2328
3880,Betty Read,2020-02-09,1382
3881,Betty Read,2020-02-10,2765
3882,Betty Read,2020-02-11,3458
3883,Betty Read,2020-02-12,2105
3884,Betty Read,2020-02-13,3034
3885,Betty Read,2020-02-14,1832
3886,Betty Read,2020-02-15,1664
3887,Betty Read,2020-02-16,1078
3888,Betty Read,2020-02-17,2106
3889,Betty Read,2020-02-18,2782
3890,Betty Read,2020-02-19,2728
3891,Betty Read,2020-02-20,511
3892,Betty Read,2020-02-21,2921
3893,Betty Read,2020-02-22,471
3894,Betty Read,2020-02-23,1428
3895,Betty Read,2020-02-24,1680
3896,Betty Read,2020-02-25,2671
3897,Betty Read,2020-02-26,3110
3898,Betty Read,2020-02-27,2626
3899,Betty Read,2020-02-28,2503
3900,Betty Read,2020-02-29,846
3901,Betty Read,2020-03-01,483
3902,Betty Read,2020-03-02,579
3903,Betty Read,2020-03-03,2237
3904,Betty Read,2020-03-04,1162
3905,Betty Read,2020-03-05,1628
3906,Betty Read,2020-03-06,1090
3907,Betty Read,2020-03-07,1553
3908,Betty Read,2020-03-08,603
3909,Betty Read,2020-03-09,463
3910,Betty Read,2020-03-10,1167
3911,Betty Read,2020-03-11,2711
3912,Betty Read,2020-03-12,1861
3913,Betty Read,2020-03-13,1789
3914,Betty Read,2020-03-14,3342
3915,Betty Read,2020-03-15,829
3916,Betty Read,2020-03-16,259
3917,Betty Read,2020-03-17,828
3918,Betty Read,2020-03-18,227
3919,Betty Read,2020-03-19,1351
3920,Betty Read,2020-03-20,3385
3921,Betty Read,2020-03-21,2983
3922,Betty Read,2020-03-22,2224
3923,Betty Read,2020-03-23,1771
3924,Betty Read,2020-03-24,2798
3925,Betty Read,2020-03-25,3139
3926,Betty Read,2020-03-26,2130
3927,Betty Read,2020-03-27,267
3928,Betty Read,2020-03-28,1627
3929,Betty Read,2020-03-29,713
3930,Betty Read,2020-03-30,1454
3931,Betty Read,2020-03-31,507
3932,Betty Read,2020-04-01,2807
3933,Betty Read,2020-04-02,1955
3934,Betty Read,2020-04-03,3065
3935,Betty Read,2020-04-04,2132
3936,Betty Read,2020-04-05,3178
3937,Betty Read,2020-04-06,2142
3938,Betty Read,2020-04-07,1316
3939,Betty Read,2020-04-08,2090
3940,Betty Read,2020-04-09,3022
3941,Betty Read,2020-04-10,543
3942,Betty Read,2020-04-11,2211
3943,Betty Read,2020-04-12,962
3944,Betty Read,2020-04-13,860
3945,Betty Read,2020-04-14,995
3946,Betty Read,2020-04-15,3422
3947,Betty Read,2020-04-16,2427
3948,Betty Read,2020-04-17,1180
3949,Betty Read,2020-04-18,592
3950,Betty Read,2020-04-19,967
3951,Betty Read,2020-04-20,2261
3952,Betty Read,2020-04-21,1338
3953,Betty Read,2020-04-22,497
3954,Betty Read,2020-04-23,3013
3955,Betty Read,2020-04-24,580
3956,Betty Read,2020-04-25,2065
3957,Betty Read,2020-04-26,1336
3958,Betty Read,2020-04-27,1655
3959,Betty Read,2020-04-28,756
3960,Betty Read,2020-04-29,2304
3961,Betty Read,2020-04-30,1231
3962,Betty Read,2020-05-01,3331
3963,Betty Read,2020-05-02,2722
3964,Betty Read,2020-05-03,2948
3965,Betty Read,2020-05-04,725
3966,Betty Read,2020-05-05,2017
3967,Betty Read,2020-05-06,218
3968,Betty Read,2020-05-07,2018
3969,Betty Read,2020-05-08,2029
3970,Betty Read,2020-05-09,2730
3971,Betty Read,2020-05-10,2009
3972,Betty Read,2020-05-11,204
3973,Betty Read,2020-05-12,2455
3974,Betty Read,2020-05-13,605
3975,Betty Read,2020-05-14,2063
3976,Betty Read,2020-05-15,1069
3977,Betty Read,2020-05-16,1217
3978,Betty Read,2020-05-17,3119
3979,Betty Read,2020-05-18,288
3980,Betty Read,2020-05-19,2222
3981,Betty Read,2020-05-20,1134
3982,Betty Read,2020-05-21,2715
3983,Betty Read,2020-05-22,3055
3984,Betty Read,2020-05-23,861
3985,Betty Read,2020-05-24,1209
3986,Betty Read,2020-05-25,669
3987,Betty Read,2020-05-26,2685
3988,Betty Read,2020-05-27,2468
3989,Betty Read,2020-05-28,1679
3990,Betty Read,2020-05-29,869
3991,Betty Read,2020-05-30,632
3992,Betty Read,2020-05-31,1420
3993,Betty Read,2020-06-01,2792
3994,Betty Read,2020-06-02,3483
3995,Betty Read,2020-06-03,2586
3996,Betty Read,2020-06-04,3485
3997,Betty Read,2020-06-05,1941
3998,Betty Read,2020-06-06,871
3999,Betty Read,2020-06-07,2453
4000,Betty Read,2020-06-08,2970
4001,Betty Read,2020-06-09,1001
4002,Betty Read,2020-06-10,1916
4003,Betty Read,2020-06-11,1796
4004,Betty Read,2020-06-12,3498
4005,Betty Read,2020-06-13,2296
4006,Betty Read,2020-06-14,2205
4007,Betty Read,2020-06-15,282
4008,Jennifer Mcqueen,2020-01-01,605
4009,Jennifer Mcqueen,2020-01-02,1503
4010,Jennifer Mcqueen,2020-01-03,790
4011,Jennifer Mcqueen,2020-01-04,847
4012,Jennifer Mcqueen,2020-01-05,302
4013,Jennifer Mcqueen,2020-01-06,1336
4014,Jennifer Mcqueen,2020-01-07,676
4015,Jennifer Mcqueen,2020-01-08,995
4016,Jennifer Mcqueen,2020-01-09,2428
4017,Jennifer Mcqueen,2020-01-10,3355
4018,Jennifer Mcqueen,2020-01-11,1299
4019,Jennifer Mcqueen,2020-01-12,1497
4020,Jennifer Mcqueen,2020-01-13,3474
4021,Jennifer Mcqueen,2020-01-14,999
4022,Jennifer Mcqueen,2020-01-15,2774
4023,Jennifer Mcqueen,2020-01-16,479
4024,Jennifer Mcqueen,2020-01-17,1875
4025,Jennifer Mcqueen,2020-01-18,1247
4026,Jennifer Mcqueen,2020-01-19,3116
4027,Jennifer Mcqueen,2020-01-20,2968
4028,Jennifer Mcqueen,2020-01-21,2962
4029,Jennifer Mcqueen,2020-01-22,2451
4030,Jennifer Mcqueen,2020-01-23,1714
4031,Jennifer Mcqueen,2020-01-24,1298
4032,Jennifer Mcqueen,2020-01-25,1008
4033,Jennifer Mcqueen,2020-01-26,2795
4034,Jennifer Mcqueen,2020-01-27,1288
4035,Jennifer Mcqueen,2020-01-28,1332
4036,Jennifer Mcqueen,2020-01-29,2727
4037,Jennifer Mcqueen,2020-01-30,3297
4038,Jennifer Mcqueen,2020-01-31,1406
4039,Jennifer Mcqueen,2020-02-01,468
4040,Jennifer Mcqueen,2020-02-02,1860
4041,Jennifer Mcqueen,2020-02-03,2396
4042,Jennifer Mcqueen,2020-02-04,1863
4043,Jennifer Mcqueen,2020-02-05,917
4044,Jennifer Mcqueen,2020-02-06,1730
4045,Jennifer Mcqueen,2020-02-07,2890
4046,Jennifer Mcqueen,2020-02-08,2156
4047,Jennifer Mcqueen,2020-02-09,3244
4048,Jennifer Mcqueen,2020-02-10,2983
4049,Jennifer Mcqueen,2020-02-11,3087
4050,Jennifer Mcqueen,2020-02-12,1284
4051,Jennifer Mcqueen,2020-02-13,744
4052,Jennifer Mcqueen,2020-02-14,2695
4053,Jennifer Mcqueen,2020-02-15,1362
4054,Jennifer Mcqueen,2020-02-16,2621
4055,Jennifer Mcqueen,2020-02-17,1351
4056,Jennifer Mcqueen,2020-02-18,2834
4057,Jennifer Mcqueen,2020-02-19,778
4058,Jennifer Mcqueen,2020-02-20,1635
4059,Jennifer Mcqueen,2020-02-21,2065
4060,Jennifer Mcqueen,2020-02-22,2292
4061,Jennifer Mcqueen,2020-02-23,1256
4062,Jennifer Mcqueen,2020-02-24,759
4063,Jennifer Mcqueen,2020-02-25,3027
4064,Jennifer Mcqueen,2020-02-26,2365
4065,Jennifer Mcqueen,2020-02-27,1872
4066,Jennifer Mcqueen,2020-02-28,211
4067,Jennifer Mcqueen,2020-02-29,885
4068,Jennifer Mcqueen,2020-03-01,225
4069,Jennifer Mcqueen,2020-03-02,1906
4070,Jennifer Mcqueen,2020-03-03,1665
4071,Jennifer Mcqueen,2020-03-04,347
4072,Jennifer Mcqueen,2020-03-05,3355
4073,Jennifer Mcqueen,2020-03-06,3350
4074,Jennifer Mcqueen,2020-03-07,1617
4075,Jennifer Mcqueen,2020-03-08,374
4076,Jennifer Mcqueen,2020-03-09,2060
4077,Jennifer Mcqueen,2020-03-10,2715
4078,Jennifer Mcqueen,2020-03-11,3270
4079,Jennifer Mcqueen,2020-03-12,1127
4080,Jennifer Mcqueen,2020-03-13,2874
4081,Jennifer Mcqueen,2020-03-14,2548
4082,Jennifer Mcqueen,2020-03-15,1868
4083,Jennifer Mcqueen,2020-03-16,1542
4084,Jennifer Mcqueen,2020-03-17,1704
4085,Jennifer Mcqueen,2020-03-18,1159
4086,Jennifer Mcqueen,2020-03-19,2312
4087,Jennifer Mcqueen,2020-03-20,727
4088,Jennifer Mcqueen,2020-03-21,1891
4089,Jennifer Mcqueen,2020-03-22,974
4090,Jennifer Mcqueen,2020-03-23,2678
4091,Jennifer Mcqueen,2020-03-24,384
4092,Jennifer Mcqueen,2020-03-25,2046
4093,Jennifer Mcqueen,2020-03-26,3182
4094,Jennifer Mcqueen,2020-03-27,1984
4095,Jennifer Mcqueen,2020-03-28,2892
4096,Jennifer Mcqueen,2020-03-29,3231
4097,Jennifer Mcqueen,2020-03-30,2232
4098,Jennifer Mcqueen,2020-03-31,2927
4099,Jennifer Mcqueen,2020-04-01,2329
4100,Jennifer Mcqueen,2020-04-02,3171
4101,Jennifer Mcqueen,2020-04-03,652
4102,Jennifer Mcqueen,2020-04-04,1012
4103,Jennifer Mcqueen,2020-04-05,2091
4104,Jennifer Mcqueen,2020-04-06,2750
4105,Jennifer Mcqueen,2020-04-07,2557
4106,Jennifer Mcqueen,2020-04-08,1039
4107,Jennifer Mcqueen,2020-04-09,3215
4108,Jennifer Mcqueen,2020-04-10,3458
4109,Jennifer Mcqueen,2020-04-11,342
4110,Jennifer Mcqueen,2020-04-12,906
4111,Jennifer Mcqueen,2020-04-13,2271
4112,Jennifer Mcqueen,2020-04-14,2113
4113,Jennifer Mcqueen,2020-04-15,254
4114,Jennifer Mcqueen,2020-04-16,650
4115,Jennifer Mcqueen,2020-04-17,2541
4116,Jennifer Mcqueen,2020-04-18,3359
4117,Jennifer Mcqueen,2020-04-19,3224
4118,Jennifer Mcqueen,2020-04-20,335
4119,Jennifer Mcqueen,2020-04-21,3412
4120,Jennifer Mcqueen,2020-04-22,1252
4121,Jennifer Mcqueen,2020-04-23,908
4122,Jennifer Mcqueen,2020-04-24,2946
4123,Jennifer Mcqueen,2020-04-25,3325
4124,Jennifer Mcqueen,2020-04-26,786
4125,Jennifer Mcqueen,2020-04-27,3186
4126,Jennifer Mcqueen,2020-04-28,3468
4127,Jennifer Mcqueen,2020-04-29,783
4128,Jennifer Mcqueen,2020-04-30,2618
4129,Jennifer Mcqueen,2020-05-01,3359
4130,Jennifer Mcqueen,2020-05-02,3465
4131,Jennifer Mcqueen,2020-05-03,2063
4132,Jennifer Mcqueen,2020-05-04,2773
4133,Jennifer Mcqueen,2020-05-05,3449
4134,Jennifer Mcqueen,2020-05-06,3457
4135,Jennifer Mcqueen,2020-05-07,462
4136,Jennifer Mcqueen,2020-05-08,3057
4137,Jennifer Mcqueen,2020-05-09,549
4138,Jennifer Mcqueen,2020-05-10,3353
4139,Jennifer Mcqueen,2020-05-11,2668
4140,Jennifer Mcqueen,2020-05-12,3448
4141,Jennifer Mcqueen,2020-05-13,2441
4142,Jennifer Mcqueen,2020-05-14,2466
4143,Jennifer Mcqueen,2020-05-15,585
4144,Jennifer Mcqueen,2020-05-16,2689
4145,Jennifer Mcqueen,2020-05-17,923
4146,Jennifer Mcqueen,2020-05-18,2984
4147,Jennifer Mcqueen,2020-05-19,3125
4148,Jennifer Mcqueen,2020-05-20,431
4149,Jennifer Mcqueen,2020-05-21,337
4150,Jennifer Mcqueen,2020-05-22,2433
4151,Jennifer Mcqueen,2020-05-23,1713
4152,Jennifer Mcqueen,2020-05-24,369
4153,Jennifer Mcqueen,2020-05-25,3320
4154,Jennifer Mcqueen,2020-05-26,3227
4155,Jennifer Mcqueen,2020-05-27,578
4156,Jennifer Mcqueen,2020-05-28,1455
4157,Jennifer Mcqueen,2020-05-29,2808
4158,Jennifer Mcqueen,2020-05-30,2938
4159,Jennifer Mcqueen,2020-05-31,2440
4160,Jennifer Mcqueen,2020-06-01,2840
4161,Jennifer Mcqueen,2020-06-02,1610
4162,Jennifer Mcqueen,2020-06-03,607
4163,Jennifer Mcqueen,2020-06-04,1355
4164,Jennifer Mcqueen,2020-06-05,1864
4165,Jennifer Mcqueen,2020-06-06,1591
4166,Jennifer Mcqueen,2020-06-07,938
4167,Jennifer Mcqueen,2020-06-08,549
4168,Jennifer Mcqueen,2020-06-09,1853
4169,Jennifer Mcqueen,2020-06-10,1267
4170,Jennifer Mcqueen,2020-06-11,1855
4171,Jennifer Mcqueen,2020-06-12,2299
4172,Jennifer Mcqueen,2020-06-13,899
4173,Jennifer Mcqueen,2020-06-14,1100
4174,Jennifer Mcqueen,2020-06-15,3354
4175,Gerald Watkins,2020-01-01,3290
4176,Gerald Watkins,2020-01-02,630
4177,Gerald Watkins,2020-01-03,341
4178,Gerald Watkins,2020-01-04,2631
4179,Gerald Watkins,2020-01-05,1478
4180,Gerald Watkins,2020-01-06,833
4181,Gerald Watkins,2020-01-07,2031
4182,Gerald Watkins,2020-01-08,1295
4183,Gerald Watkins,2020-01-09,1441
4184,Gerald Watkins,2020-01-10,2847
4185,Gerald Watkins,2020-01-11,286
4186,Gerald Watkins,2020-01-12,1315
4187,Gerald Watkins,2020-01-13,3104
4188,Gerald Watkins,2020-01-14,2986
4189,Gerald Watkins,2020-01-15,496
4190,Gerald Watkins,2020-01-16,677
4191,Gerald Watkins,2020-01-17,2523
4192,Gerald Watkins,2020-01-18,1781
4193,Gerald Watkins,2020-01-19,1055
4194,Gerald Watkins,2020-01-20,1268
4195,Gerald Watkins,2020-01-21,2021
4196,Gerald Watkins,2020-01-22,2844
4197,Gerald Watkins,2020-01-23,1648
4198,Gerald Watkins,2020-01-24,2746
4199,Gerald Watkins,2020-01-25,1241
4200,Gerald Watkins,2020-01-26,3104
4201,Gerald Watkins,2020-01-27,1787
4202,Gerald Watkins,2020-01-28,2221
4203,Gerald Watkins,2020-01-29,524
4204,Gerald Watkins,2020-01-30,3398
4205,Gerald Watkins,2020-01-31,2512
4206,Gerald Watkins,2020-02-01,2440
4207,Gerald Watkins,2020-02-02,2751
4208,Gerald Watkins,2020-02-03,368
4209,Gerald Watkins,2020-02-04,238
4210,Gerald Watkins,2020-02-05,2587
4211,Gerald Watkins,2020-02-06,2472
4212,Gerald Watkins,2020-02-07,744
4213,Gerald Watkins,2020-02-08,3429
4214,Gerald Watkins,2020-02-09,1999
4215,Gerald Watkins,2020-02-10,616
4216,Gerald Watkins,2020-02-11,1609
4217,Gerald Watkins,2020-02-12,1405
4218,Gerald Watkins,2020-02-13,3405
4219,Gerald Watkins,2020-02-14,363
4220,Gerald Watkins,2020-02-15,2658
4221,Gerald Watkins,2020-02-16,391
4222,Gerald Watkins,2020-02-17,3432
4223,Gerald Watkins,2020-02-18,1710
4224,Gerald Watkins,2020-02-19,2709
4225,Gerald Watkins,2020-02-20,3093
4226,Gerald Watkins,2020-02-21,2472
4227,Gerald Watkins,2020-02-22,2103
4228,Gerald Watkins,2020-02-23,3158
4229,Gerald Watkins,2020-02-24,1958
4230,Gerald Watkins,2020-02-25,2931
4231,Gerald Watkins,2020-02-26,2153
4232,Gerald Watkins,2020-02-27,3237
4233,Gerald Watkins,2020-02-28,1530
4234,Gerald Watkins,2020-02-29,609
4235,Gerald Watkins,2020-03-01,2867
4236,Gerald Watkins,2020-03-02,2709
4237,Gerald Watkins,2020-03-03,846
4238,Gerald Watkins,2020-03-04,1309
4239,Gerald Watkins,2020-03-05,267
4240,Gerald Watkins,2020-03-06,3119
4241,Gerald Watkins,2020-03-07,2856
4242,Gerald Watkins,2020-03-08,621
4243,Gerald Watkins,2020-03-09,1151
4244,Gerald Watkins,2020-03-10,1960
4245,Gerald Watkins,2020-03-11,2712
4246,Gerald Watkins,2020-03-12,646
4247,Gerald Watkins,2020-03-13,1514
4248,Gerald Watkins,2020-03-14,1365
4249,Gerald Watkins,2020-03-15,797
4250,Gerald Watkins,2020-03-16,1676
4251,Gerald Watkins,2020-03-17,328
4252,Gerald Watkins,2020-03-18,2074
4253,Gerald Watkins,2020-03-19,1318
4254,Gerald Watkins,2020-03-20,757
4255,Gerald Watkins,2020-03-21,564
4256,Gerald Watkins,2020-03-22,3242
4257,Gerald Watkins,2020-03-23,2193
4258,Gerald Watkins,2020-03-24,1709
4259,Gerald Watkins,2020-03-25,3338
4260,Gerald Watkins,2020-03-26,1983
4261,Gerald Watkins,2020-03-27,498
4262,Gerald Watkins,2020-03-28,1173
4263,Gerald Watkins,2020-03-29,1820
4264,Gerald Watkins,2020-03-30,1931
4265,Gerald Watkins,2020-03-31,1296
4266,Gerald Watkins,2020-04-01,1123
4267,Gerald Watkins,2020-04-02,326
4268,Gerald Watkins,2020-04-03,1911
4269,Gerald Watkins,2020-04-04,2070
4270,Gerald Watkins,2020-04-05,1233
4271,Gerald Watkins,2020-04-06,395
4272,Gerald Watkins,2020-04-07,1441
4273,Gerald Watkins,2020-04-08,2873
4274,Gerald Watkins,2020-04-09,1344
4275,Gerald Watkins,2020-04-10,938
4276,Gerald Watkins,2020-04-11,2007
4277,Gerald Watkins,2020-04-12,3010
4278,Gerald Watkins,2020-04-13,1695
4279,Gerald Watkins,2020-04-14,320
4280,Gerald Watkins,2020-04-15,1714
4281,Gerald Watkins,2020-04-16,3425
4282,Gerald Watkins,2020-04-17,2334
4283,Gerald Watkins,2020-04-18,787
4284,Gerald Watkins,2020-04-19,689
4285,Gerald Watkins,2020-04-20,3490
4286,Gerald Watkins,2020-04-21,962
4287,Gerald Watkins,2020-04-22,1514
4288,Gerald Watkins,2020-04-23,3125
4289,Gerald Watkins,2020-04-24,1674
4290,Gerald Watkins,2020-04-25,3312
4291,Gerald Watkins,2020-04-26,1226
4292,Gerald Watkins,2020-04-27,2567
4293,Gerald Watkins,2020-04-28,2792
4294,Gerald Watkins,2020-04-29,736
4295,Gerald Watkins,2020-04-30,2071
4296,Gerald Watkins,2020-05-01,3399
4297,Gerald Watkins,2020-05-02,2003
4298,Gerald Watkins,2020-05-03,699
4299,Gerald Watkins,2020-05-04,431
4300,Gerald Watkins,2020-05-05,2179
4301,Gerald Watkins,2020-05-06,3411
4302,Gerald Watkins,2020-05-07,2485
4303,Gerald Watkins,2020-05-08,3209
4304,Gerald Watkins,2020-05-09,902
4305,Gerald Watkins,2020-05-10,900
4306,Gerald Watkins,2020-05-11,3319
4307,Gerald Watkins,2020-05-12,2102
4308,Gerald Watkins,2020-05-13,2102
4309,Gerald Watkins,2020-05-14,3011
4310,Gerald Watkins,2020-05-15,537
4311,Gerald Watkins,2020-05-16,1539
4312,Gerald Watkins,2020-05-17,202
4313,Gerald Watkins,2020-05-18,972
4314,Gerald Watkins,2020-05-19,1374
4315,Gerald Watkins,2020-05-20,308
4316,Gerald Watkins,2020-05-21,3025
4317,Gerald Watkins,2020-05-22,1070
4318,Gerald Watkins,2020-05-23,2560
4319,Gerald Watkins,2020-05-24,3086
4320,Gerald Watkins,2020-05-25,1475
4321,Gerald Watkins,2020-05-26,2210
4322,Gerald Watkins,2020-05-27,2571
4323,Gerald Watkins,2020-05-28,2919
4324,Gerald Watkins,2020-05-29,421
4325,Gerald Watkins,2020-05-30,3418
4326,Gerald Watkins,2020-05-31,1856
4327,Gerald Watkins,2020-06-01,1018
4328,Gerald Watkins,2020-06-02,708
4329,Gerald Watkins,2020-06-03,3399
4330,Gerald Watkins,2020-06-04,2471
4331,Gerald Watkins,2020-06-05,1168
4332,Gerald Watkins,2020-06-06,2456
4333,Gerald Watkins,2020-06-07,3425
4334,Gerald Watkins,2020-06-08,3307
4335,Gerald Watkins,2020-06-09,261
4336,Gerald Watkins,2020-06-10,1072
4337,Gerald Watkins,2020-06-11,573
4338,Gerald Watkins,2020-06-12,2169
4339,Gerald Watkins,2020-06-13,3244
4340,Gerald Watkins,2020-06-14,1385
4341,Gerald Watkins,2020-06-15,3041
4342,Chloe Wright,2020-01-01,1950
4343,Chloe Wright,2020-01-02,1285
4344,Chloe Wright,2020-01-03,1338
4345,Chloe Wright,2020-01-04,1900
4346,Chloe Wright,2020-01-05,1182
4347,Chloe Wright,2020-01-06,549
4348,Chloe Wright,2020-01-07,3089
4349,Chloe Wright,2020-01-08,818
4350,Chloe Wright,2020-01-09,319
4351,Chloe Wright,2020-01-10,1721
4352,Chloe Wright,2020-01-11,579
4353,Chloe Wright,2020-01-12,1773
4354,Chloe Wright,2020-01-13,3452
4355,Chloe Wright,2020-01-14,3197
4356,Chloe Wright,2020-01-15,2960
4357,Chloe Wright,2020-01-16,1416
4358,Chloe Wright,2020-01-17,1612
4359,Chloe Wright,2020-01-18,1518
4360,Chloe Wright,2020-01-19,205
4361,Chloe Wright,2020-01-20,3097
4362,Chloe Wright,2020-01-21,2894
4363,Chloe Wright,2020-01-22,2023
4364,Chloe Wright,2020-01-23,3078
4365,Chloe Wright,2020-01-24,2348
4366,Chloe Wright,2020-01-25,521
4367,Chloe Wright,2020-01-26,3282
4368,Chloe Wright,2020-01-27,1565
4369,Chloe Wright,2020-01-28,388
4370,Chloe Wright,2020-01-29,2426
4371,Chloe Wright,2020-01-30,1218
4372,Chloe Wright,2020-01-31,2993
4373,Chloe Wright,2020-02-01,1354
4374,Chloe Wright,2020-02-02,679
4375,Chloe Wright,2020-02-03,1969
4376,Chloe Wright,2020-02-04,2442
4377,Chloe Wright,2020-02-05,1491
4378,Chloe Wright,2020-02-06,1329
4379,Chloe Wright,2020-02-07,2497
4380,Chloe Wright,2020-02-08,1945
4381,Chloe Wright,2020-02-09,212
4382,Chloe Wright,2020-02-10,491
4383,Chloe Wright,2020-02-11,961
4384,Chloe Wright,2020-02-12,3434
4385,Chloe Wright,2020-02-13,1700
4386,Chloe Wright,2020-02-14,740
4387,Chloe Wright,2020-02-15,3258
4388,Chloe Wright,2020-02-16,1292
4389,Chloe Wright,2020-02-17,3024
4390,Chloe Wright,2020-02-18,920
4391,Chloe Wright,2020-02-19,3250
4392,Chloe Wright,2020-02-20,997
4393,Chloe Wright,2020-02-21,2347
4394,Chloe Wright,2020-02-22,772
4395,Chloe Wright,2020-02-23,2883
4396,Chloe Wright,2020-02-24,591
4397,Chloe Wright,2020-02-25,639
4398,Chloe Wright,2020-02-26,1570
4399,Chloe Wright,2020-02-27,360
4400,Chloe Wright,2020-02-28,1024
4401,Chloe Wright,2020-02-29,3189
4402,Chloe Wright,2020-03-01,1419
4403,Chloe Wright,2020-03-02,3063
4404,Chloe Wright,2020-03-03,2126
4405,Chloe Wright,2020-03-04,583
4406,Chloe Wright,2020-03-05,1676
4407,Chloe Wright,2020-03-06,2036
4408,Chloe Wright,2020-03-07,2106
4409,Chloe Wright,2020-03-08,2001
4410,Chloe Wright,2020-03-09,1843
4411,Chloe Wright,2020-03-10,2212
4412,Chloe Wright,2020-03-11,2035
4413,Chloe Wright,2020-03-12,2628
4414,Chloe Wright,2020-03-13,1235
4415,Chloe Wright,2020-03-14,2032
4416,Chloe Wright,2020-03-15,568
4417,Chloe Wright,2020-03-16,297
4418,Chloe Wright,2020-03-17,1818
4419,Chloe Wright,2020-03-18,2405
4420,Chloe Wright,2020-03-19,2620
4421,Chloe Wright,2020-03-20,2816
4422,Chloe Wright,2020-03-21,581
4423,Chloe Wright,2020-03-22,2796
4424,Chloe Wright,2020-03-23,1724
4425,Chloe Wright,2020-03-24,1213
4426,Chloe Wright,2020-03-25,2204
4427,Chloe Wright,2020-03-26,703
4428,Chloe Wright,2020-03-27,1269
4429,Chloe Wright,2020-03-28,1047
4430,Chloe Wright,2020-03-29,1143
4431,Chloe Wright,2020-03-30,306
4432,Chloe Wright,2020-03-31,2400
4433,Chloe Wright,2020-04-01,2403
4434,Chloe Wright,2020-04-02,3123
4435,Chloe Wright,2020-04-03,1916
4436,Chloe Wright,2020-04-04,1613
4437,Chloe Wright,2020-04-05,2540
4438,Chloe Wright,2020-04-06,2477
4439,Chloe Wright,2020-04-07,2189
4440,Chloe Wright,2020-04-08,1181
4441,Chloe Wright,2020-04-09,2732
4442,Chloe Wright,2020-04-10,3215
4443,Chloe Wright,2020-04-11,253
4444,Chloe Wright,2020-04-12,1993
4445,Chloe Wright,2020-04-13,1469
4446,Chloe Wright,2020-04-14,2779
4447,Chloe Wright,2020-04-15,2199
4448,Chloe Wright,2020-04-16,2961
4449,Chloe Wright,2020-04-17,2902
4450,Chloe Wright,2020-04-18,3056
4451,Chloe Wright,2020-04-19,3013
4452,Chloe Wright,2020-04-20,1848
4453,Chloe Wright,2020-04-21,601
4454,Chloe Wright,2020-04-22,2029
4455,Chloe Wright,2020-04-23,2031
4456,Chloe Wright,2020-04-24,1611
4457,Chloe Wright,2020-04-25,1667
4458,Chloe Wright,2020-04-26,731
4459,Chloe Wright,2020-04-27,1842
4460,Chloe Wright,2020-04-28,3202
4461,Chloe Wright,2020-04-29,1719
4462,Chloe Wright,2020-04-30,680
4463,Chloe Wright,2020-05-01,1812
